,snapshot_id,stress,Text,stress_level
2,9252537403715547191,1.0,From Poland with love! Happy 4th of July to all my American friends and happy 1st anniversary of moving to US for me 😍,Low
3,9252537403715547191,1.8333333333333333,Spontaneously available for activities in DC due to rain ⛈✈️⛈,Low
7,9288569235052076487,1.2857142857142858,"Just talked with doc. Surgery went well, but because of the blood thinners he is on she had a hard time clotting. He's doing ok, just tired and hungry. Thank you for your prayers and support!",Low
8,9288569235052076487,1.2857142857142858,Back at the hospital for more surgery. Anthony got a MRSA infection in his foot where his big toe was removed. Please say a prayer the doc doesn't have to remove too much of the bone. This guy needs a reprieve.,Low
9,9290546826834334269,1.0,Septicflesh... in the flesh! :D . I have waited a very long time to see this INCREDIBLE band. Words cannot describe how happy I was to see them last night. Such an amazing band and show!!! . Bonus: Autographed set list! <3,Low
11,9381952670851740549,1.8571428571428572,"Arrived in Orlando, Florida. Too bad I won’t have any time to go see the ocean. 😞. Time to get my asset management on at the IAITAM spring conference!",Low
12,9381952670851740549,1.8571428571428572,Another amazingly beautiful day in florida.,Low
13,9381952670851740549,1.8571428571428572,Whew!  Just finished presenting at a session on risk management.  It went really well!   I didn’t die and no one booed. :),Low
14,9381952670851740549,1.7142857142857142,"4 years ago today, our flight home was cancelled and we got stuck in Hawaii and extra day. It was one of our favorite days of the whole vacation. :)",Low
15,9381952670851740549,1.7142857142857142,Look at how skinny I was!  And dirty. Ugh. Moving dirt was a good workout. :),Low
16,9385868890389771155,2.0,"My hunny bunny 🍯🐰, meri jaan, my not so little sister got out ❤️❤️ another Chawla Comp Sci Yellowjacket (with highest honors 🤓) added to the working world!!! Couldn’t be prouder of her or more thankful for the support of our family for putting two girls through the best school in the nation 🐝 #gojackets #shegotout @ Georgia Institute of Technology",Low
18,9476057976865553913,1.8,"Ethan and the rest of these Olathe HS French class students are off for their 16 day 'tour de France'""!  Normandy, Paris, and a few points between.  (He''s 4th from left in the back row)""",Low
19,9480035759041961272,1.8,So happy for my best friend’s graduation today. Seattle and Boeing will be better because of him.,Low
20,9480035759041961272,2.0,They grow up so fast. 😭 Star passed her first day of school with flying colors.,Low
25,9503545953274412325,2.0,Group work with shitty team mates are the worst...These people are supposed professionals - I can't imagine them actually being in the work force,Low
33,9547248024793501451,1.5714285714285714,This is the life. #weareinhawaii #gotmauied @drewbert222,Low
34,9547248024793501451,1.5714285714285714,Jungle hiked!! #waihe’eridgetrail #weareinhawaii #wegotmauied @drewbert222,Low
35,9547248024793501451,1.5714285714285714,Chill out! #ululanishawaiianshaveice #weareinhawaii #wegotmauied @drewbert222,Low
36,9547248024793501451,1.5714285714285714,Wouldn’t even know how to filter a sunset like last night’s. #weareinhawaii #wegotmauied,Low
37,9547248024793501451,1.5714285714285714,Haleakala National Park #weareinhawaii #wegotmauied @drewbert222,Low
38,9547248024793501451,1.5714285714285714,What better way to spend World Oceans Day than kayaking and snorkeling. Made friends with about a dozen sea turtles and an eel. #weareinhawaii #wegotmauied,Low
39,9547248024793501451,1.5714285714285714,Wow Wow did not disappoint! The strawberry pineapple lemonade was delish! #wowowlemonade #weareinhawaii #wegotmauied,Low
40,9547248024793501451,1.5714285714285714,Lava field hikes are the best when they end in quiet coral beaches. #laperousebay #hoapilitrail #weareinhawaii #wegotmauied @drewbert222,Low
41,9547248024793501451,1.5714285714285714,Ali’i Kula Lavender farm #weareinhawaii #wegotmauied @drewbert222,Low
42,9547248024793501451,1.8,Spent an amazing and exhausting day on the Road to Hana. This is just a small taste at our adventure.  Major props to @drewbert222 for driving that hair raising road. #weareinhawaii #wegotmauied,Low
43,9547248024793501451,1.8,You can’t tell it but these are our sad faces because we’re leaving Maui. Best vacation ever! See you in the a.m. Colorado! #weareinhawaii #wegotmauied @drewbert222,Low
44,9547248024793501451,1.4285714285714286,Mom and Dad went to Maui and all I got was this shirt #siriusthedogstar #padfoot #partyanimal @drewbert222,Low
46,9622025573216492542,1.7142857142857142,And we are off to Disneyland! And to see cousins! Woohoo! She’s a wee bit excited :),Low
47,9622025573216492542,1.7142857142857142,McKenna has always been scared of the characters that she sees in the parks. Not anymore! She loved Mickey and Minnie and some princesses. More to come tomorrow 🙂 #mommydaughtertrip2018,Low
52,9633120381526577840,2.0,Photos by the very talented ð¸ John Jack Photography,Low
53,9633120381526577840,2.0,#EgoAlley,Low
54,9633120381526577840,1.5,Serving you COLOR on this rainy Sunday afternoon.  Happy Pride month!  #LiveColorfully #SpreadLove #LoveMural,Low
55,9633120381526577840,2.0,"120 burpees later (yay penalties) and after completely losing my shoe (👠) in thick AF mud, I can finally say I completed my first Spartan Race! Thank you Mike Villacreses for pushing me! #SpartanDC #Cinderella",Low
56,9633120381526577840,2.0,"DIRTY THIRTY. Happy birthday, Josh!",Low
57,9633120381526577840,1.6,"Love, equality, unity... be proud, be loud! #kiehlspride",Low
58,9677001521580130990,2.0,"For Deloitte Impact Day 2018, I am cycling to make an impact that matters. For many people in South Africa accessing Education and Economic opportunity is tough because they lack transport which is why I''m raising funds for bicycles.. Please consider any donation however big or small, it all adds up.",Low
59,9677001521580130990,2.0,Graduations in the rain are obviously the dream...,Low
60,9677001521580130990,2.0,Central Park - with the obligatory visit to the Balto Statue...,Low
61,9677001521580130990,2.0,"Sometimes when you go to New York City, you get to meet Idina Menzel at a stage door...",Low
62,9677001521580130990,2.0,Gotta visit where we first meet Serena Van der Woodsen and Lonely Boy in Gossip Girl...,Low
63,9677001521580130990,2.0,Obviously important to take an artsy photo at a NYC bagel shop,Low
64,9677001521580130990,2.0,"Because after southwest cancelling your flight last minute causing you to go on an impromptu 12 hour road trip to New York City, you really need to make sure your first stop is for pizza and beer",Low
65,9767765376628075157,2.0,My beautiful best friend & new momma to be 💚 I am soooo unbelievably excited for this amazing journey you & Jose are about to embark on. And I’m so blessed to be able to be a part of Miss Cora’s life. It was a wonderful shower and Cora is so loved and spoiled already. Cannot wait to meet her 💖💖,Low
66,9767765376628075157,1.3333333333333333,When you notice a diamond missing out of your wedding ring 😞😞😞,Low
67,9767765376628075157,1.3333333333333333,Looks like it’s about time to move Miss Hayden to a big girl bed 😞😞,Low
68,9767765376628075157,1.3333333333333333,Once every few months just wonât cut it ðð»ââï¸,Low
69,9767765376628075157,1.0,💚Happy Father’s Day! I couldn’t of asked for a better daddy for our babies. We got so lucky to have you in our lives. We love you more then you will ever know. 😘😍💚,Low
70,9767765376628075157,1.0,No work for the next 6 daayyss. Yaasss! 😁😁,Low
71,9767765376628075157,1.0,Road trip with my husband. Mommy & Daddy day today!,Low
72,9767765376628075157,1.2857142857142858,Finallyyyy got it back! And it’s so shinyy. 💍💍,Low
79,9767765376628075157,1.8571428571428572,Finally took Hayden’s crib down today and out of her room. Even though she’s had a big girl bed for about a month now it’s still sad seeing it go knowing my last baby is growing up way too quick. Excuse me while I go cry a little 😢😞,Low
80,9767765376628075157,1.8571428571428572,Always a good time with Paw Paw. Missing you tons every day 😞😢 Doesn’t get any easier.,Low
81,9767765376628075157,1.8571428571428572,"Finallyyyyy getting rid of toys and decluttering the rooms! I feel so much better now that it’s done! I’m one room down, 2 to go 😒",Low
82,9767765376628075157,1.8571428571428572,Room 2 DONE! And no more toys for my kids. Eveeerrr..... 5 years worth of toys gone!,Low
83,9767765376628075157,2.0,All my friends are having babies and I’m dying with baby fever 😩 I need lots of baby cuddles! So sad knowing my babies are growing up and I won’t be having anymore 😞,Low
86,9767765376628075157,1.5,Miss you more everyday. 💚 never gets easier. 😢💔  Best man I know.,Low
92,9897582009808093798,1.6,Starting a new fitness routine tomorrow...these first few weeks are going to be brutal 😏😏😏. #doitforthecroptop,Low
93,9897582009808093798,1.1666666666666667,We made it! Can't wait to see the family tomorrow!!!,Low
94,9947909773924817241,1.1666666666666667,"Amazing news.....surgery was a huge success!!  The tumor we thought was attached to her colon was actually on her right ovary. That got taken outta there...5lbs out of her belly. Cut a section of her colon out that had cancer, but no bag was needed. She did great!!! Thank you all so much for the prayers and kind words. God truely is looking over her!",Low
95,9947909773924817241,1.1666666666666667,We could really use the power of prayer today for surgery to go well for Brian's mom. It's scary for all of us. I am sure things will go just fine but cancer is so unpredictable. We love you momma...u got this!,Low
96,9947909773924817241,1.1666666666666667,Just went back for surgery. Min of 2 hours is what we were told...will keep ya'll posted.,Low
100,9947909773924817241,1.8333333333333333,"If anyone has a story about Teresa Stark they would be willing to share at her service, please stand up and share it with us. It would mean the world to Brian and the family. Thank you!!!",Low
102,9999675168960522942,1.6,"Anora is off on her adventure to Fiji to live in the moment!  (No cell phones or watches allowed)  Scuba diving, snorkeling, white water rafting, surfing, sailing, hiking, and 3 days of community service in a village only accessible by river.",Low
103,9999675168960522942,1.5714285714285714,Getting a little sight seeing in (post rain) while in St. Louis. Visited the top of the arch.,Low
104,9999675168960522942,1.5714285714285714,"More sightseeing in St. Louis today. We went to the City Museum which is super cool. Pieces of it look like the inside of Hogwarts with crazy staircases. Also, there was a 10 story slide, tons of places to climb, crawl, and explore.",Low
105,9999675168960522942,1.5714285714285714,This post is brought to you by St. Louis. Quinn is fencing here this week at summer nationals (and unrelated a thunderstorm just started rolling through),Low
106,9999689421615292586,1.0,Happy anniversary to my wonderful wife!  Glad we could get some time away.  Love you lots!!,Low
107,9999689421615292586,1.0,Headed to Maryland!   It’s been too long!!,Low
108,9999689421615292586,1.0,Love me some beach!!,Low
111,9999689421615292586,1.8,One hour down of riding with a newly permitted driver......and we both survived!!,Low
112,9999689421615292586,1.8,Would have been better without the rain issues but we still had fun. Ethan likes to get up there whenever he has a chance.,Low
113,9999689421615292586,1.8,Happy birthday to my wonderful wife!  You help keep me sane and headed in the right direction.   Love you lots Michelle Kaufman Strite!,Low
114,9999689421615292586,1.8,Before and after!  Lots of planning and effort went into getting our church’s media and sound board upgraded.  Great job by ASG with all of their help in getting things set up and configured.  Can’t wait to log some time on it!!,Low
115,9999689421615292586,1.5,Counting down the hours til Aidan hits the ground!  Will be good to get him back state side safe and sound!!,Low
116,9999689421615292586,1.5,Just didnât think the souvenirs was going to include the 90+ degree temps!,Low
135,10059578009706182307,1.0,"13 years, and four kids later I wouldn’t have it any other way.  Nothing like a sweaty workout Crossfit South Bend to celebrate.  . Derek Richard Dreher your my G.O.A.T. 🐐💕",Low
137,10069769855389020912,1.25,Passenger from hell. Why oh why do we have to hear your whole conversation on the WHOLE flight? Oh...you are drunk. Should have known. I wish I was in the back with the crying baby...,Low
140,10156467243497339919,1.5,"Thinking back to last weekend and this fabulous wedding.... Congrats again Cam and Jenna!! 🥂💕 @ Vancouver, British Columbia",Low
142,10156467243497339919,2.0,Happy anniversary to this guy! @dorncolin So many trips and experiences these past 6 years - here's to many more ✈️🏔🏌️‍♂️🏌️‍♀️☀️,Low
143,10156467243497339919,1.5,Weekend at the Lake ☀️🌊⛳️ @ Veranda Beach,Low
144,10190405727102355072,1.6,Crossed Machu Picchu off the list. Truly astonishing!,Low
147,10218374518126117174,1.0,Celebrating 3 years with my bozo!,Low
148,10218374518126117174,1.5714285714285714,Finally made it to Boulder!,Low
149,10292474067220799953,1.0,The kid travels like a pro. 4 hr delay and not a peep.. just excited to go to his birth city! H-Town on our way!,Low
150,10292474067220799953,1.0,"Milo reconnected with his first love, we had some cousin love, sister love and late night shenanigans. Great trip! Thanks H- Town! ♥️ @ Missouri City, Texas",Low
153,10292474067220799953,1.75,When waking up at 7am on your vacation is worth it!!! 💥💪🏼🇧🇪👹♥️ #tousensemble #reddevils  @ Grand Cayman,Low
154,10292474067220799953,1.75,"Thunder and lightning in Miami, crazy storm, all runways shut down. This kid could not care less.. iPad heaven 🙄.",Low
155,10292474067220799953,2.0,Ultrasound -  9am - 3pm - in paradise. 🤔🙋🏻‍♀️,Low
157,10292474067220799953,1.6666666666666667,"And off she goes again... bye Oma, see you in 2 weeks in 🇧🇪! ♥️✈️",Low
159,10292474067220799953,2.0,"Ready for flight #1 out of 3. Hoping the good spirits are still with us after a 20hr trip! Chill the rosé and the beer, and have some pistolets in the house you Belgians, because The Rockowitz’s are coming! ♥️🇧🇪",Low
160,10292474067220799953,2.0,Two hour delay on a 90 degrees plane from Dallas to London made us miss our flight to Belgium. Stuck at the London airport for 8 hrs. Everybody seems to be worried how Milo is doing... he is dining with a view of planes and his iPad aka 5 yr old heaven! (His parents are doing ok as well hence the 2 wine glasses on the right side of the picture) 🤙🏽,Low
161,10292474067220799953,2.0,Dallas âï¸ðð½ next stop London,Low
166,10383361249394530322,1.4285714285714286,5am wake up call. #graduationmarshall,Low
167,10386539535195035903,1.0,And so it begins!! Much excite!. #prusa3d #prusai3mk3 #amexcite #muchexcite #3dprintingadventure #3dprinting #3d,Low
168,10420261905858753104,1.5714285714285714,Low key 11-year anniversary. We celebrated with donuts 🍩💕,Low
169,10439117077451641565,1.8333333333333333,Employee appreciation day. Thanks Kunz Leigh & Associates. #BreakfastByBoss,Low
170,10439117077451641565,2.0,Thank you Kunz Leigh & Associates for the pies on Pi day!,Low
171,10562010133649225847,1.3333333333333333,Stress Reliever - absolutely gorgeous days with granddaughters,Low
172,10562010133649225847,1.8,"Annual picnic - all 10,000 close friends and I",Low
175,10603361909097036820,2.0,My cousin Vince was a great kid and a joy to everyone in our family. Please help us honor his memory by taking some time to read a little bit more about his story.,Low
176,10628342999142943455,1.8571428571428572,It’s been so fun to be a part of this show! Performances are next week. I’ll also be singing the national anthem at a South Bend Cubs game on July 2nd at 7:30pm...there will be fireworks after the game! Would love to see you there!,Low
177,10633860493387800206,1.6,Teva and I got a new sport ⬇️,Low
178,10633860493387800206,2.0,Great Memorial Day weekend with great people.  Grateful for the freedoms I have. . Always fun getting back to the Black Hills!,Low
180,10642670384768572318,2.0,"I needed three water stops, but I was able to run more than five miles for the first time since Boston.  Thank God my knees and lungs are back to functioning with something approximating normalcy.  Celebrating with Rebekah and Joe.",Low
182,10724892303697623593,2.0,Waiting out the rain for a 5K #pawvalley5k #lawrenceks,Low
183,10724892303697623593,1.8333333333333333,Gieringers Family Orchard & Berry Farm was awesome!!,Low
184,10724892303697623593,2.0,Good morning!!! #starsandstripes5k,Low
186,10729524556661174446,1.5714285714285714,Looking for recommendations to assess foundation issues and water leakage in basement. I'm so worried about scammers.  :-/,Low
187,10729524556661174446,1.5714285714285714,Visiting IU with my new Hoosier. 🤗,Low
188,10729524556661174446,1.3333333333333333,"What a crazy fun night! Supposed to go out with 6 ended up with 11. Visited Bodega, Electric Hotel and Prysm #9!  Thanks Joey Giammarino Eeric Boss and Sean Winke. You guys are seriously the BEST! Slammed and still got us in and took care of us. We had a BLAST. 😘😘",Low
189,10729524556661174446,1.8333333333333333,I just got tickets to ND v Michigan on the 40 yard line for face! I LOVE MY JOB! I’m taking Karl to his first game! 🏈,Low
190,10729524556661174446,1.8,Taking this beauty through IU orientation. My pride is over-flowing!!  🤗,Low
191,10729524556661174446,1.6,Ahhhhh. Waking up at 3am and wondering if your newly moved in IU freshman is home safe and realizing you have to cut that panic button from your brain. It’s going to be a long fall semester. 👀 😴,Low
192,10729524556661174446,1.5,Going to officially become an Indiana resident again.....not looking forward to that American Gothic license photo. 😐,Low
193,10729524556661174446,1.5,I’ve been driving for 30 years. Apparently Indiana requires out of state transfers to take their test and I failed it....😑 Seriously Indiana! I do not know the maximum speed on a rural divided interstate hwy and I guarantee no one who hasn’t studied your book does!!!!  And if you can turn onto any lane when turning onto a one way street why is answering the nearest lane wrong???  So annoyed.,Low
196,10751444191368504640,1.5714285714285714,Amazing night at the gym tonight! Always feel amazing when I push myself. After this I am also posting my workout results from Garmin Connect because there is a difference and something I am so proud of!!!!,Low
197,10751444191368504640,2.0,So this week has sucked and half of next week will too! Sprained foot on Sunday and no alcohol was involved! So 10 days no gym and trying to balance food without having any physical activity allowed. This has been much more difficult than I thought. I have had more calories daily than I typically do and it just making me depressed.... Restart starts 5/16!,Low
198,10751444191368504640,2.0,Thanks ladies! Becca might be taking you up on that next week,Low
199,10751444191368504640,1.2857142857142858,Well weigh in Monday is here and I am down 6.7lbs!!!! I was up 4.6 last week so to lose that and then some is great!!!!,Low
200,10751444191368504640,1.2857142857142858,Some piece of shit stole our grill!!! Fucking assholes,Low
201,10751444191368504640,1.1666666666666667,Thank you all again!!,Low
202,10751444191368504640,1.25,I keep forgetting to post my weigh ins on Monday's but here we go! Week 8 and I am down 1.8 lbs from last week and a total of 9.8 lbs from week 1!!,Low
203,10751444191368504640,1.25,Finally did my measurements tonight an di am down 4.5 in. In 2 months and a total of 19.75 since Feb! . Now to get my ass back in the gym and double  those numbers!,Low
204,10780081909989974884,4.5,Had a great time at the property with friends and family for the last 4 days.,High
206,10799191935383703353,1.3333333333333333,"Hudson loved meeting his new little cousin, Annelise, today! She is so sweet! ❤️",Low
209,10841165021793066595,1.75,Anniversary flowers!,Low
210,10841165021793066595,1.75,Bucket List item 217 — spending my birthday with mom and cuz at a fun and wild place!!!,Low
211,10841165021793066595,1.75,Fun day in Annapolis.,Low
214,10923945604697554625,1.8571428571428572,Another fantastic IMSA weekend in Watkins Glen NY. So grateful for such a wonderful long weekend with amazing people.,Low
216,10943522868092177046,1.5714285714285714,Wow I have the best friends!  Couldn’t of asked for a better bachelorette weekend. @rachelpatterson is the best MOH!  Love all of you!  You made my weekend!  #MyGirls,Low
217,10943522868092177046,1.8333333333333333,"Wishing I could go back to this weekend! Had the best time celebrating @johndavidterpo & @anamarie1023 ❤️ Ana you were so beautiful!   @ The Club, Inc.",Low
218,10968756047824078531,1.5,When your basement floods the day before vacation.,Low
219,10968756047824078531,1.5,"Thx everyone.  Definitely not the send off I was hoping for.  Thankfully it was contained to only half the basement and I don't have carpet.  The bigger issue is the repair.  Not going to be fun.  The roots of the tree in my yard have grown and burst through my sewage pipe.  So the repair and replace is not going to be fun. Let's just say, I might need to start playing the lottery, or try for the casino jackpot.  LOL!!!",Low
220,10968756047824078531,1.0,Out and about in the Big Apple. #GirlsTrip #Curlfest2018,Low
221,10968756047824078531,1.0,Fantastic day with my girls.  Now time for some drinks and good eats. #Curlfest2018 #Sisterfriends  #GirlsWeekend,Low
222,10968756047824078531,1.4285714285714286,CHICAGO!! It's been so lovely. You are now on my favorites list.  I hope to see you again soon. 😍,Low
223,10968756047824078531,1.4285714285714286,Nothing better than time with my girls 💜 #GirlsTrip #sisterfriends,Low
224,10968756047824078531,1.4285714285714286,CHICAGO!!! Representing Howard County Alumni at the National Hampton Alumni Association Biennial Conference! 💙 #lovemyHBCU #150Years #ourhomebythesea,Low
225,11049835262840569530,1.8333333333333333,At Nubs Nob playing for the masses!,Low
226,11049835262840569530,1.2857142857142858,"What an amazing way to end the Olivet School's Fine Arts Festival. The band's presentation of Africa. Yes, that is Lauren on the Bass Clarinet solo!",Low
227,11104593526451055549,2.0,I will be speaking at TU-Automotive Detroit this June with representatives from Ford and AccuWeather.  The presentation topic will be Driver-Centric Integrated Solutions.  Woohoo!,Low
228,11104593526451055549,1.6666666666666667,Had a great panel today at TU Detroit.,Low
229,11104593526451055549,2.0,Stuck on a hot plane.  Thanks #United.,Low
230,11104593526451055549,2.0,"Waiting for new tickets, might be stuck in London for awhile 😀",Low
231,11104593526451055549,2.0,Switzerland looks nice from the airport.,Low
232,11108248542043055690,1.8,Sooo I’m super excited about this at the end of the month!!!  @mamii247 @browneyedhaze1215 @w_cruzgonzalez. .    . #girlstrip #vegas #rickymartin #procreate #sketchaday #ipadpro,Low
235,11125231038957490896,1.1666666666666667,"To end a fun and relaxing weekend with Auntie Mary, visiting Notre Dame.   @ University of Notre Dame",Low
236,11125231038957490896,1.1666666666666667,And just like that I have a kindergartner!  Mr. AJ had the same preschool teacher as Miss Lina.  Tell time to stop going so fast!,Low
237,11138612929668356701,2.0,Another great 4th of July spent with wonderful friends!,Low
238,11142719043022694219,1.8333333333333333,It’s Graduation 🎓 Day!  Moving up and moving on to high school. #Montessorirocks✌🏾#Mysonisdope,Low
239,11142719043022694219,1.8333333333333333,"Congratulations to all the 8th grade graduates @ Judith P. Hoyer Montessori School.  We are extremely proud of James and all of his accomplishments & contributions he made during his tenure at Hoyer. Also, we extremely grateful to all the teachers and staff members (past  & present) that have poured into James’ overall Montessori experience.  It has truly been an honor....onward to Bishop McNamara Catholic High School.  . #Montessorirocks #proudparents #classof2018",Low
240,11142719043022694219,1.8333333333333333,Getting ready to run a 5k with Lisa Cason.,Low
241,11142719043022694219,1.8333333333333333,I did it...I did it 🙌🏾🎊!  I officially completed my first 5k this morning 🏃🏾‍♀️AND I won the Road iD raffle prize!! Thank you to @holmesfinest1 & @l.cason for your support and motivation. I am looking forward to my next 5k ❤️.   @ Indian Head Rail Trail (White Plains),Low
242,11142719043022694219,2.0,"Finally got my bike today!!! Yes, I purchased a helmet as well.  I just wanted to test my bike out on the mean streets of Bowie 🚴🏾‍♀️.  @l.cason  I see cycling in my future.",Low
